date,price,supply,subsidy_cumulative,fees_cumulative,realized_cap,realized_price,mvrv,supply_in_profit,coindays_destroyed_cumulative,lth_supply,sth_supply,lth_transfer_volume_cumulative,lth_realized_price,sth_realized_price,lth_realized_profit_cumulative,lth_realized_loss_cumulative,sth_realized_profit_cumulative,sth_realized_loss_cumulative,hash_rate,difficulty,block_subsidy_btc,non_zero_addr_count,addr_count_over_0p001_btc,addr_count_over_0p01_btc,addr_count_over_0p1_btc,utxos_over_1y_old_supply,utxos_over_1y_old_transfer_volume_cumulative,utxos_over_2y_old_supply,utxos_over_2y_old_transfer_volume_cumulative,utxos_over_3y_old_supply,utxos_over_3y_old_transfer_volume_cumulative,utxos_over_4y_old_supply,utxos_over_4y_old_transfer_volume_cumulative,utxos_over_5y_old_supply,utxos_over_5y_old_transfer_volume_cumulative,utxos_over_10y_old_supply,utxos_over_10y_old_transfer_volume_cumulative,subsidy_daily,fees_daily,coindays_destroyed_daily,lth_transfer_volume_daily,lth_realized_profit_daily,lth_realized_loss_daily,sth_realized_profit_daily,sth_realized_loss_daily,utxos_over_1y_old_transfer_volume_daily,utxos_over_2y_old_transfer_volume_daily,utxos_over_3y_old_transfer_volume_daily,utxos_over_4y_old_transfer_volume_daily,utxos_over_5y_old_transfer_volume_daily,utxos_over_10y_old_transfer_volume_daily,market_cap_usd,days_since_genesis,years_since_genesis
2012-06-17,6.19,9252190.25091876,9252340.25091876,5053.33294712,44896565.39,4.85,1.276289,7197270.89030859,1923291830.604399,5973406.32343828,3278783.92748048,2947411.09130332,4.56,5.37,17488076.51,5932124.25,43582637.45,34661273.06,12985532615236.225,1583177.847444009,49.9999744,699122.0,362740.0,304164.0,179406.0,3867410.54410234,771064.60381583,1579779.02,159576.49,711049.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8199.996000001207,26.518101460000253,2534871.250176668,3770.652950350195,8753.0,4987.799999999814,87460.3200000003,17978.390000000596,1779.1829445699695,0.0,0.0,0.0,0.0,0.0,57271057.65318713,1261.0,3.4524298425735798
2012-06-18,6.06,9260940.24641876,9261090.24641876,5081.21849723,44966836.76,4.85,1.249485,7036931.15317152,1925414549.1364534,5987757.10583447,3273183.14058429,2950311.95411476,4.56,5.37,17491857.79,5943244.54,43636776.86,34691785.69,13772534591917.207,1583177.847444009,49.9999744,701528.0,364134.0,305385.0,179584.0,3881503.34748996,771489.14515207,1601764.02,159576.49,713799.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749.995499998331,27.885550109999713,2122718.5320544243,2900.8628114396706,3781.279999997467,11120.290000000037,54139.409999996424,30512.62999999523,424.54133624001406,0.0,0.0,0.0,0.0,0.0,56121297.89329768,1262.0,3.455167693360712
2012-06-19,6.46,9268290.24241876,9268440.24241876,5106.45221003,45071501.48,4.86,1.329218,7588589.81021861,1928181991.105944,5990908.369927,3277381.87249176,2954514.12871332,4.56,5.4,17493639.74,5971581.14,43731755.81,34702059.9,11805029650214.752,1583177.847444009,49.99996928,702194.0,364590.0,305698.0,179497.0,3889854.60333778,773602.46651436,1603474.02,159576.49,716549.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7349.996000001207,25.23371279999992,2767441.969490528,4202.174598560203,1781.949999999255,28336.599999999627,94978.95000000298,10274.210000000894,2113.3213622900657,0.0,0.0,0.0,0.0,0.0,59873154.96602519,1263.0,3.457905544147844
2012-06-20,6.64,9275540.24141876,9275690.24141876,5128.15245438,45128103.51,4.86,1.366255,7710993.49413228,1935055074.042174,5993377.85163644,3282162.38978232,2971960.10759216,4.54,5.44,17495914.71,6083541.49,43858183.94,34709427.79,12616729111078.438,1726566.55919348,49.99999488,703221.0,364965.0,305943.0,179667.0,3909114.18414022,782246.84651495,1605679.02,159576.49,719249.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7249.998999999836,21.700244349999593,6873082.936230183,17445.978878839873,2274.970000002533,111960.35000000056,126428.12999999523,7367.890000000596,8644.380000589998,0.0,0.0,0.0,0.0,0.0,61589587.203020565,1264.0,3.460643394934976
2012-06-21,6.64,9282340.23991876,9282490.23991876,5159.60958392,45255045.4,4.87,1.36345,7592989.3389401,1936531108.3947647,6003452.57668991,3278887.66322885,2973793.60809705,4.55,5.46,17500873.48,6087810.1,43940807.74,34711072.84,11672620129977.33,1726566.55919348,49.99998976,704716.0,366046.0,306809.0,179621.0,3927025.58087317,782485.05633793,1606984.02,159576.49,722149.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6799.998499998823,31.457129540000096,1476034.352590561,1833.5005048899911,4958.769999999553,4268.609999999404,82623.80000000447,1645.0500000044703,238.20982297998853,0.0,0.0,0.0,0.0,0.0,61634739.193060555,1265.0,3.463381245722108
2012-06-22,6.59,9289240.23691876,9289390.23691876,5180.31190175,45381344.72,4.88,1.35041,7445344.48760095,1939442522.071403,6011553.46643849,3277686.77048027,2976342.6395743,4.55,5.48,17509165.16,6089535.33,44028049.59,34724231.94,11844276308359.35,1726566.55919348,49.99997952,706510.0,367040.0,307557.0,179781.0,3932145.80964922,783339.35805726,1610179.02,159576.49,724999.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.997000001371,20.70231783000054,2911413.676638365,2549.031477250159,8291.679999999702,1725.230000000447,87241.85000000149,13159.09999999404,854.3017193300184,0.0,0.0,0.0,0.0,0.0,61216093.16129463,1266.0,3.46611909650924
2012-06-23,6.45,9297440.23391876,9297590.23391876,5198.04502744,45467649.47,4.89,1.319018,7213456.49713,1941051900.085806,6020197.86017125,3277242.37374751,2978627.58100722,4.55,5.49,17515923.36,6091312.62,44072291.67,34740649.59,14075806627325.604,1726566.55919348,49.99997952,706944.0,366636.0,306926.0,180112.0,3960888.4504906,783425.36069879,1612380.02,159576.49,728099.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8199.996999999508,17.733125689999724,1609378.0144028664,2284.941432919819,6758.199999999255,1777.2900000000373,44242.07999999821,16417.65000000596,86.00264153000899,0.0,0.0,0.0,0.0,0.0,59968489.508776,1267.0,3.468856947296372
2012-06-24,6.4,9303990.23141876,9304140.23141876,5212.68750751,45530289.39,4.89,1.308793,7118151.24125018,1947704063.44358,6025060.20808763,3278930.02333113,2991893.95955853,4.55,5.5,17548547.67,6132331.47,44123388.52,34762726.66,11329307773213.291,1726566.55919348,49.99997952,708607.0,367420.0,307484.0,180158.0,3963040.32836542,791838.30251315,1614805.02,159576.49,730199.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6549.9975000005215,14.642480069999692,6652163.357774019,13266.378551309928,32624.310000002384,41018.84999999963,51096.85000000149,22077.069999992847,8412.941814359976,0.0,0.0,0.0,0.0,0.0,59545537.48108007,1268.0,3.4715947980835042
2012-06-25,6.26,9311690.22831876,9311840.22831876,5228.81621545,45551176.29,4.89,1.280164,7049092.44208152,1950075892.0682762,6030745.04152163,3280945.18679713,2996834.30428736,4.56,5.5,17551644.53,6135868.54,44149223.66,34815305.63,13389181913797.525,1726566.55919348,49.99997952,710062.0,368360.0,308191.0,180199.0,3991147.72502729,791970.35484538,1616565.02,159576.49,733549.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699.996899999678,16.128707939999913,2371828.6246962547,4940.3447288302705,3096.859999999404,3537.070000000298,25835.139999993145,52578.97000000626,132.05233222991228,0.0,0.0,0.0,0.0,0.0,58291180.82927544,1269.0,3.4743326488706368
2012-06-26,6.38,9319140.22631876,9319290.22631876,5247.09519659,45653110.64,4.89,1.304703,7188921.36454785,1953256259.6699631,6032014.99477513,3287125.23154363,3001304.83664839,4.56,5.51,17564327.48,6141136.16,44227731.13,34846413.69,12960041467842.477,1726566.55919348,49.99998464,712200.0,370064.0,309608.0,180355.0,4042514.77994135,793380.12017958,1618195.02,159576.49,736749.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7449.997999999672,18.278981140000724,3180367.6016869545,4470.532361030113,12682.949999999255,5267.620000000112,78507.47000000626,31108.059999994934,1409.7653341999976,0.0,0.0,0.0,0.0,0.0,59456114.64391369,1270.0,3.477070499657769
