date,price_close,supply,subsidy_cumulative,fees_cumulative,realized_cap,realized_price,mvrv,supply_in_profit,coindays_destroyed_cumulative,lth_supply,sth_supply,lth_transfer_volume_cumulative,lth_realized_price,sth_realized_price,lth_realized_profit_cumulative,lth_realized_loss_cumulative,sth_realized_profit_cumulative,sth_realized_loss_cumulative,hash_rate,difficulty,subsidy_average_24h,addr_count,addrs_over_100k_sats_addr_count,addrs_over_1m_sats_addr_count,addrs_over_10m_sats_addr_count,utxos_over_1y_old_supply,utxos_over_1y_old_transfer_volume_cumulative,utxos_over_2y_old_supply,utxos_over_2y_old_transfer_volume_cumulative,utxos_over_3y_old_supply,utxos_over_3y_old_transfer_volume_cumulative,utxos_over_4y_old_supply,utxos_over_4y_old_transfer_volume_cumulative,utxos_over_5y_old_supply,utxos_over_5y_old_transfer_volume_cumulative,utxos_over_10y_old_supply,utxos_over_10y_old_transfer_volume_cumulative
2011-12-25,4.14,7956299.98999999,7956449.98999999,3112.53109573,38721216.64,4.86,0.851852,5727218.49383653,1409178801.1432316,4893488.11544336,3062811.87455663,2081485.24315673,5.16,4.39,16285783.94,1007251.59,36118204.48,30236288.95,9990604460417.021,1155038.3339636438,50.0,565638.0,273442.0,237514.0,152562.0,2404259.21431204,630360.04,1089504.22,153675.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-26,4.04,7965149.98999999,7965299.98999999,3115.78737707,38787822.81,4.86,0.831276,5612329.47144005,1411356464.636919,4899326.94689001,3065823.04310998,2083437.60263469,5.17,4.37,16291440.2,1014488.98,36157769.47,30243423.27,10378873450509.283,1159929.497224385,50.0,566626.0,274421.0,238407.0,153058.0,2403461.30431204,631760.04,1091754.22,154675.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-27,4.02,7972399.98999999,7972549.98999999,3118.78415582,38834997.1,4.87,0.825462,5522597.96162499,1412119139.8291197,4915990.87641183,3056409.11358816,2083691.32516443,5.2,4.33,16291625.34,1017275.98,36184083.3,30249106.47,8360759168465.812,1159929.497224385,50.0,567329.0,275116.0,239004.0,153481.0,2405427.04431204,631760.04,1095104.22,154675.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-28,4.14,7980149.98999999,7980299.98999999,3121.93337926,38900624.02,4.87,0.850103,5756312.75373354,1414753172.2193134,4918593.02138397,3061556.96861602,2085972.78435345,5.21,4.32,16298898.9,1024026.49,36221414.43,30253417.37,8937363249049.66,1159929.497224385,50.0,567593.0,275368.0,239185.0,153641.0,2406531.59431204,633510.89,1096404.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-29,4.22,7987049.98999999,7987199.98999999,3126.09333665,38947181.02,4.87,0.86653,5777406.20584771,1416581495.0425453,4922869.36284169,3064180.6271583,2086895.23704939,5.22,4.32,16300729.8,1029429.49,36270112.55,30281103.88,8014796720115.502,1159929.497224385,50.0,568201.0,275962.0,239670.0,153998.0,2407764.06005771,633915.94,1098854.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-30,4.19,7994149.98999999,7994299.98999999,3129.43178863,39000280.09,4.87,0.86037,5671977.08030887,1417833534.8827126,4933779.89541961,3060370.09458038,2087991.51906221,5.23,4.29,16303468.98,1033626.32,36297362.08,30283546.34,8187777944290.657,1159929.497224385,50.0,568603.0,276359.0,240006.0,154202.0,2407937.83005771,634565.99,1101304.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-31,4.58,8001699.98999999,8001849.98999999,3133.37719648,39088725.59,4.88,0.938525,5786281.85158133,1418925154.0995462,4943832.57030517,3057867.41969482,2088917.74035639,5.25,4.29,16305048.41,1038484.57,36361991.47,30290576.16,8764382024874.506,1159929.497224385,50.0,568666.0,276412.0,239951.0,154287.0,2409192.55005771,634871.09,1103454.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,5.0,8009349.98999999,8009499.98999999,3136.93147784,39163046.67,4.88,1.02459,5964177.17723347,1426134047.8804069,4948797.57299703,3060552.41700296,2090360.15169841,5.25,4.29,16309059.44,1042003.52,36450774.08,30341331.86,8822042432932.89,1159929.497224385,50.0,568982.0,276699.0,240184.0,154473.0,2409791.22005771,635221.09,1105704.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02,5.0,8016899.98999999,8017049.98999999,3142.48459942,39135235.39,4.88,1.02459,5984593.19348535,1429541199.2159321,4946465.183084,3070434.80691599,2101443.64035741,5.23,4.3,16310544.23,1186231.88,36536690.22,30350067.75,8822042432932.89,1159929.497224385,50.0,569342.0,277047.0,240378.0,154727.0,2416026.96005771,635271.34,1107504.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,5.29,8024849.98999999,8024999.98999999,3147.83675697,39258433.51,4.89,1.0818,6016055.25988113,1431583084.396653,4960219.69010507,3064630.29989492,2103233.8179075,5.24,4.32,16311322.46,1192685.0,36640559.11,30365936.79,9225665289341.586,1159929.497224385,50.0,569063.0,276758.0,240011.0,154975.0,2417494.14005771,635326.34,1110254.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,5.57,8032299.98999999,8032449.98999999,3162.0326343,39408918.56,4.9,1.136735,6085727.60260189,1433416210.0755484,4970103.94542628,3062196.04457371,2104963.22122097,5.24,4.35,16311644.64,1206334.85,36780851.31,30381306.02,8591400800699.353,1159929.497224385,50.0,569427.0,277097.0,240256.0,155072.0,2418630.77005771,635326.39,1113004.12,156275.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,6.65,8039649.98999999,8039799.98999999,3167.73096192,39830483.16,4.95,1.343434,6171868.58586523,1437543980.6957538,5019386.72202451,3020263.26797548,2109498.90238934,5.27,4.42,16323968.05,1221853.7,37164508.98,30385593.84,8533740392640.966,1159929.497224385,50.0,570049.0,277692.0,240700.0,155481.0,2428988.28454749,636227.43,1115804.12,156625.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,6.0,8048199.98999999,8048349.98999999,3174.22020039,40119547.15,4.98,1.204819,5874990.71104713,1440161633.11748,5024005.08502736,3024194.90497263,2112673.69407079,5.27,4.5,16328919.07,1242171.14,37433538.39,30406614.41,9859929777983.818,1159929.497224385,50.0,570214.0,278011.0,240917.0,155640.0,2429867.39454749,636260.17,1118804.12,156625.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-07,6.8,8057399.98999999,8057549.98999999,3178.70019397,40233823.72,4.99,1.362725,6201377.99722957,1442272963.382882,5026707.83757848,3030692.15242151,2117682.62045613,5.27,4.52,16331480.93,1272673.07,37546565.56,30434005.65,10782496306917.979,1159929.497224385,50.0,570427.0,278211.0,240958.0,155776.0,2431033.72654744,636265.27,1121704.12,156625.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-08,7.0,8065549.98999999,8065699.98999999,3182.42359194,40453007.11,5.01,1.397206,6228832.29523605,1444938908.4920754,5026820.74061158,3038729.24938841,2123468.13582442,5.27,4.58,16339004.75,1306107.86,37737097.04,30435199.83,10134607227092.36,1250757.7392746594,50.0,570773.0,278551.0,241201.0,155775.0,2433655.45654744,636532.32,1124704.12,156625.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-09,6.3,8073749.98999999,8073899.98999999,3188.79318607,40711703.76,5.04,1.25,5808733.02609197,1447886834.8240824,5029282.3420963,3044467.64790369,2126678.03523033,5.27,4.65,16340400.14,1332126.77,37996755.39,30466416.66,10383309244935.117,1250757.7392746594,50.0,570634.0,278389.0,240908.0,155431.0,2434666.80654744,636667.69,1127704.12,156625.48,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-10,7.14,8080799.98999999,8080949.98999999,3193.68931644,40798996.97,5.04,1.416667,6295137.41416915,1452138064.1556773,5024158.34294212,3056641.64705787,2139862.62567548,5.25,4.7,16347480.56,1440942.64,38157000.19,30483929.87,8766746128957.193,1250757.7392746594,50.0,570746.0,278471.0,240874.0,155012.0,2438834.5770332,636867.69,1130754.12,156625.48,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-11,7.0,8088449.98999999,8088599.98999999,3199.39156386,40976427.75,5.06,1.383399,6156132.40516174,1453533211.6475935,5031773.91280595,3056676.07719404,2141699.51875586,5.26,4.73,16349570.02,1454077.73,38304472.85,30496639.24,9575027686946.154,1250757.7392746594,50.0,569709.0,277411.0,240627.0,155548.0,2441946.7570332,637167.69,1133504.12,156625.48,8300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
