date,price_close,supply,subsidy_cumulative,fees_cumulative,realized_cap,realized_price,mvrv,supply_in_profit,coindays_destroyed_cumulative,lth_supply,sth_supply,lth_transfer_volume_cumulative,lth_realized_price,sth_realized_price,lth_realized_profit_cumulative,lth_realized_loss_cumulative,sth_realized_profit_cumulative,sth_realized_loss_cumulative,hash_rate,difficulty,subsidy_average_24h,addr_count,addrs_over_100k_sats_addr_count,addrs_over_1m_sats_addr_count,addrs_over_10m_sats_addr_count,utxos_over_1y_old_supply,utxos_over_1y_old_transfer_volume_cumulative,utxos_over_2y_old_supply,utxos_over_2y_old_transfer_volume_cumulative,utxos_over_3y_old_supply,utxos_over_3y_old_transfer_volume_cumulative,utxos_over_4y_old_supply,utxos_over_4y_old_transfer_volume_cumulative,utxos_over_5y_old_supply,utxos_over_5y_old_transfer_volume_cumulative,utxos_over_10y_old_supply,utxos_over_10y_old_transfer_volume_cumulative
2009-02-23,0.0,269550.0,269600.0,2.01,0.0,0.0,,269550.0,79924.90026236999,0.0,269550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5418419.389629629,1.0,50.0,5158.0,5158.0,5158.0,5153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-24,0.0,274850.0,274900.0,2.01,0.0,0.0,,274850.0,79924.90026236999,0.0,274850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269288.580740741,1.0,50.0,5264.0,5264.0,5264.0,5259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-25,0.0,280100.0,280150.0,2.01,0.0,0.0,,280100.0,79924.90026236999,0.0,280100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5318998.850370371,1.0,50.0,5369.0,5369.0,5369.0,5364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-26,0.0,285450.0,285500.0,2.01,0.0,0.0,,285450.0,79924.90026236999,0.0,285450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5318998.850370371,1.0,50.0,5476.0,5476.0,5476.0,5471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,291200.0,291250.0,2.01,0.0,0.0,,291200.0,89868.90894276,0.0,291200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766391.277037038,1.0,50.0,5555.0,5555.0,5555.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-28,0.0,296150.0,296200.0,2.01,0.0,0.0,,296150.0,91205.85628069,0.0,296150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4921316.693333333,1.0,50.0,5647.0,5647.0,5647.0,5642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,301400.0,301450.0,2.01,0.0,0.0,,301400.0,91205.85628069,0.0,301400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269288.580740741,1.0,50.0,5752.0,5752.0,5752.0,5747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-02,0.0,306800.0,306850.0,2.01,0.0,0.0,,306800.0,91205.85628069,0.0,306800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5418419.389629629,1.0,50.0,5860.0,5860.0,5860.0,5855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-03,0.0,312050.0,312100.0,2.01,0.0,0.0,,312050.0,92816.91472971998,0.0,312050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269288.580740741,1.0,50.0,5957.0,5957.0,5957.0,5952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-04,0.0,317250.0,317300.0,2.01,0.0,0.0,,317250.0,98012.99169719999,0.0,317250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169868.041481482,1.0,50.0,6037.0,6037.0,6037.0,6032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,0.0,322850.0,322900.0,2.01,0.0,0.0,,322850.0,98945.16762308,0.0,322850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5617260.468148149,1.0,50.0,6141.0,6141.0,6141.0,6136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,0.0,328700.0,328750.0,2.01,0.0,0.0,,328700.0,98945.16762308,0.0,328700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5915522.0859259255,1.0,50.0,6258.0,6258.0,6258.0,6253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-07,0.0,334150.0,334200.0,2.01,0.0,0.0,,334150.0,98945.16762308,0.0,334150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5418419.389629629,1.0,50.0,6367.0,6367.0,6367.0,6362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-08,0.0,339900.0,339950.0,2.01,0.0,0.0,,339900.0,104520.26253034998,0.0,339900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5716681.007407408,1.0,50.0,6458.0,6458.0,6458.0,6453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-09,0.0,345300.0,345350.0,2.01,0.0,0.0,,345300.0,104520.26253034998,0.0,345300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5468129.65925926,1.0,50.0,6566.0,6566.0,6566.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
